Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M9_ALLSKY_SFC_SW_DWN,M10_ALLSKY_SFC_SW_DWN,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M9_PRECTOTCORR,M10_PRECTOTCORR,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M9_QV2M,M10_QV2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M9_RH2M,M10_RH2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M9_T2M,M10_T2M,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M9_T2MDEW,M10_T2MDEW,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M9_T2M_MAX,M10_T2M_MAX,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M9_T2M_MIN,M10_T2M_MIN,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M,M9_WS2M,M10_WS2M
2014,FANNIN,,,,22.5,21.95,21.92,22.91,17.83,16.19,3.51,2.75,4.63,0.86,2.11,2.67,11.39,15.69,13.84,14.48,13.27,10.05,70.04,73.17,63.33,61.45,66.51,66.66,21.65,26.56,27.51,28.61,25.46,20.34,15.09,20.86,18.8,19.47,17.94,13.17,33.66,35.95,39.51,38.99,38.5,34.78,5.72,16.86,16.56,17.8,12.21,5.33,3.3,3.3,2.27,2.4,2.39,2.86
2015,FANNIN,,,,16.29,23.75,25.47,22.88,19.7,14.66,12.8,5.22,1.5,0.64,1.07,7.34,13.92,17.27,17.65,14.51,12.81,8.51,85.74,82.08,76.38,61.89,60.73,58.41,21.42,25.95,27.7,28.26,26.53,20.44,18.74,22.42,22.81,19.49,17.38,10.46,29.99,33.08,35.92,37.87,38.28,35.68,12.13,13.77,21.87,17.58,15.61,9.23,3.04,2.39,2.71,2.2,2.29,2.64
2016,FANNIN,,,,19.63,24.25,24.77,20.57,19.7,16.05,4.25,3.36,1.32,3.02,2.49,1.1,12.85,17.13,17.59,16.46,14.2,10.86,82.27,80.43,72.77,71.63,68.71,67.43,20.56,26.15,28.59,27.97,25.8,21.57,17.19,22.24,22.77,21.66,18.89,14.55,30.71,33.14,37.07,39.3,35.64,32.93,7.71,15.83,21.8,19.08,11.3,9.23,2.83,2.21,2.67,2.1,2.18,2.89
2017,FANNIN,,,,23.04,22.3,24.72,19.04,19.64,16.6,2.04,3.5,3.95,6.25,0.19,2.13,10.73,15.07,16.78,16.72,12.47,8.69,64.3,70.69,69.76,76.18,63.7,60.66,22.27,26.53,28.78,26.82,25.02,18.87,14.31,20.11,21.94,21.86,16.8,10.14,36.08,38.1,39.08,36.65,35.14,34.44,5.69,17.77,20.93,18.73,13.59,-0.33,3.28,2.79,2.21,2.31,2.43,3.05
2018,FANNIN,,,,23.6,24.84,23.77,22.17,14.29,11.54,2.52,1.67,1.44,2.69,8.48,8.08,14.09,15.25,14.02,14.81,15.21,11.08,73.71,62.42,51.93,61.13,76.58,83.98,24.47,29.07,31.44,29.11,25.28,17.43,19.04,20.35,18.92,19.76,20.33,14.5,35.54,39.66,44.92,39.46,36.94,30.96,12.69,18.31,20.98,19.24,12.98,4.02,2.63,3.12,2.25,2.76,2.25,2.67
2019,FANNIN,,,,19.57,22.93,25.22,21.38,19.56,14.72,7.58,4.84,0.97,3.34,1.25,4.37,14.03,16.78,17.14,17.01,14.94,8.75,82.84,83.06,77.02,68.03,63.71,65.5,22.05,25.09,27.0,29.35,28.41,18.0,18.8,21.81,22.26,22.19,20.08,10.39,29.77,32.69,35.19,38.59,37.77,35.78,9.53,15.43,18.18,22.56,21.38,-2.68,3.1,2.49,2.57,2.17,2.62,3.18
2020,FANNIN,,,,21.45,25.67,23.67,23.8,16.61,14.12,5.71,2.41,2.36,2.94,4.93,1.73,12.88,15.58,17.43,14.88,13.78,8.74,80.6,74.75,71.22,62.12,77.62,69.82,21.14,25.87,28.93,28.78,22.97,17.22,17.4,20.58,22.57,19.82,18.37,10.82,29.72,33.33,38.07,40.4,33.64,34.78,7.99,14.56,22.21,18.32,9.01,1.92,3.05,2.63,2.47,2.4,2.51,2.97
2021,FANNIN,,,,16.84,23.0,23.64,21.19,20.52,15.42,7.02,2.88,1.94,3.1,0.73,2.69,12.83,16.88,16.71,16.17,11.76,9.78,83.02,80.61,72.46,67.81,54.9,62.39,20.6,25.81,27.88,28.64,26.69,20.97,17.35,21.96,21.93,21.36,15.52,12.44,30.55,34.14,38.46,38.04,38.77,34.87,8.35,15.76,18.22,20.97,12.29,5.37,2.92,2.31,2.07,2.41,2.23,3.08
2022,FANNIN,,,,22.0,25.13,26.21,20.81,21.4,15.5,3.58,1.91,0.39,3.04,0.51,4.21,12.94,13.69,12.86,14.75,11.42,6.98,69.43,55.78,40.46,58.2,53.45,51.03,24.11,29.58,34.04,30.26,26.83,19.55,17.47,18.48,17.62,19.75,14.96,7.51,35.39,41.24,44.4,42.07,38.49,34.99,11.5,18.51,25.04,21.15,12.89,2.89,3.74,2.7,2.81,2.48,2.16,2.74
2023,FANNIN,,,,20.84,23.3,24.15,24.68,18.47,14.25,2.49,3.65,2.99,0.13,1.42,6.31,13.23,16.64,15.48,12.2,11.94,9.24,77.79,74.84,61.94,39.18,51.29,63.82,22.26,27.09,29.65,33.62,28.63,19.45,17.82,21.72,20.45,16.62,16.2,11.28,30.96,39.3,41.38,45.02,44.26,35.05,8.61,18.55,20.36,19.33,18.41,-1.51,2.18,2.22,2.37,2.42,2.37,3.07
2024,FANNIN,,,,19.44,24.21,23.89,23.14,19.18,17.38,9.6,4.41,1.73,0.46,2.73,0.64,15.18,17.13,15.87,13.36,11.84,8.24,81.67,77.21,67.76,48.14,58.22,48.89,23.69,26.86,28.29,31.77,25.95,22.58,20.1,22.22,21.05,18.19,15.94,10.11,33.12,35.05,38.26,42.82,39.14,35.25,14.7,18.66,20.15,22.1,12.79,5.34,2.76,2.47,2.53,2.35,2.26,2.68
2000,CARSON,,,,26.75,22.56,26.74,24.81,21.19,12.31,1.22,5.79,0.9,0.21,0.06,3.66,6.79,11.99,11.23,8.91,6.04,7.5,40.99,64.44,45.49,32.64,30.33,61.71,22.4,23.08,28.38,29.95,24.74,15.88,5.7,14.96,14.05,10.6,4.24,6.79,40.41,37.24,40.69,40.37,40.94,37.81,5.47,12.72,17.24,18.31,2.78,0.73,4.25,3.95,3.5,3.99,4.0,3.46
2001,CARSON,,,,25.07,28.75,27.51,22.99,21.19,16.8,3.87,1.0,0.44,2.4,1.21,0.1,9.28,9.81,10.47,11.42,9.34,5.14,59.46,44.81,36.47,50.37,53.33,43.15,20.21,26.5,31.12,27.23,22.02,15.93,10.58,11.65,13.0,14.22,10.71,2.1,34.91,40.54,42.21,38.97,35.07,32.62,5.13,12.69,19.28,16.23,8.01,2.19,3.58,4.0,3.8,3.06,3.31,3.98
2002,CARSON,,,,25.78,26.4,25.51,23.55,20.28,12.28,1.69,1.83,2.0,2.93,1.64,4.31,6.83,11.08,12.49,12.07,8.78,6.91,44.34,49.7,54.65,51.23,49.45,68.88,20.65,26.65,27.16,27.36,22.25,12.51,5.45,13.8,15.78,15.21,9.93,6.08,36.48,38.58,40.45,39.32,36.51,30.29,3.08,12.21,17.7,14.34,9.51,-3.88,4.64,4.55,3.57,3.81,3.48,3.18
2003,CARSON,,,,25.77,24.47,28.3,22.54,20.51,15.31,1.0,4.99,0.32,2.17,2.13,0.71,7.32,11.33,10.24,10.95,8.78,6.66,46.21,61.65,39.68,44.87,55.26,53.39,21.02,22.75,29.35,28.31,20.28,16.6,6.53,13.96,12.66,13.71,9.99,5.52,39.18,36.44,41.59,41.43,34.84,32.85,6.93,8.83,18.46,14.12,6.36,0.13,4.14,3.39,3.79,3.29,3.68,3.16
2004,CARSON,,,,27.71,25.56,25.51,22.58,20.02,14.38,0.15,4.93,1.86,1.93,2.73,1.9,6.78,11.55,12.1,11.42,9.31,7.59,40.38,61.16,55.49,57.66,53.62,64.52,22.39,23.83,26.14,24.33,22.25,15.21,5.68,13.97,15.27,14.26,10.89,7.59,38.43,40.43,39.25,37.51,36.89,26.96,3.67,12.61,14.67,13.91,8.64,1.51,4.54,3.69,3.07,3.35,3.71,3.47
2005,CARSON,,,,22.24,27.57,27.79,21.96,20.5,15.14,2.07,3.01,1.11,3.0,0.33,0.79,8.66,10.9,11.54,12.71,9.72,6.89,58.86,52.16,48.85,58.77,48.48,56.66,19.49,25.39,27.52,25.82,24.44,15.92,9.76,13.36,14.41,15.95,11.72,6.2,37.21,38.38,39.99,37.61,37.41,33.17,0.37,10.84,14.63,15.43,9.72,-0.77,3.4,4.16,3.62,2.93,3.87,3.43
2006,CARSON,,,,25.93,27.8,24.92,21.72,19.74,15.61,1.7,0.95,1.45,4.76,1.47,1.8,7.14,8.96,10.72,13.57,8.68,6.73,42.99,38.85,40.43,61.25,56.77,59.38,22.42,27.55,29.54,26.11,19.53,14.61,6.71,10.47,13.33,17.06,9.52,5.55,39.09,40.71,41.46,38.47,33.5,34.36,4.75,15.03,18.11,13.13,8.09,-1.63,3.42,3.94,3.32,2.93,3.23,3.65
2007,CARSON,,,,23.65,26.01,26.45,23.43,19.88,17.58,2.99,1.88,1.23,1.6,2.36,0.79,9.42,12.01,12.67,13.29,11.32,6.63,66.96,64.66,57.36,55.67,61.45,49.4,18.47,22.89,26.24,27.59,22.88,17.0,11.27,14.85,16.04,16.69,14.02,5.11,30.85,34.49,35.4,38.79,37.42,34.36,7.68,8.31,17.21,18.0,8.89,2.85,3.49,3.24,3.02,3.8,3.63,4.02
2008,CARSON,,,,26.33,28.42,24.86,21.62,19.73,14.68,2.04,2.12,2.53,3.47,0.83,3.48,6.84,9.63,11.98,12.26,9.07,6.74,43.47,43.17,51.71,58.66,56.67,60.84,20.69,27.13,27.0,25.45,20.8,14.55,5.4,11.04,15.07,15.5,10.69,5.91,36.61,40.99,37.92,38.94,34.22,31.15,2.95,14.45,16.2,14.97,11.02,-1.45,4.37,4.23,3.61,3.04,3.32,3.69
2009,CARSON,,,,22.71,24.73,26.38,24.8,18.66,12.47,1.18,2.31,2.92,3.04,1.28,1.61,7.54,10.4,11.23,11.8,9.3,5.98,53.35,49.21,48.16,53.39,58.53,61.5,19.27,25.56,27.67,26.22,20.45,12.28,7.77,12.48,13.97,14.85,10.85,3.91,35.44,38.14,42.5,39.64,36.68,31.26,6.5,12.04,15.97,14.45,6.8,-3.27,3.67,3.62,3.18,3.34,3.14,3.74
2010,CARSON,,,,25.88,27.3,24.91,24.46,21.07,16.69,2.08,1.9,3.3,1.83,0.86,1.27,8.06,12.26,14.27,11.82,10.2,5.9,53.1,51.26,62.34,48.16,51.5,46.7,19.49,27.64,26.68,27.85,24.39,16.73,7.55,15.39,17.84,14.55,12.08,4.15,34.66,39.47,37.28,40.19,39.24,30.28,5.24,15.87,16.68,12.95,10.15,2.2,4.21,4.26,3.44,3.31,3.77,3.42
2011,CARSON,,,,29.19,29.38,26.07,23.3,20.24,16.66,0.31,0.41,0.87,0.99,0.75,1.3,4.18,6.74,10.23,10.12,6.54,5.51,27.43,26.44,33.4,34.94,37.85,48.17,21.19,29.77,31.87,31.21,22.49,15.48,-1.13,5.51,12.66,12.34,5.79,2.95,40.17,44.88,43.32,42.16,38.78,33.28,2.77,16.65,22.27,20.46,10.39,-1.96,4.34,4.51,3.42,2.95,3.32,3.69
2012,CARSON,,,,25.76,27.54,26.09,24.72,19.86,16.16,0.81,2.09,0.6,1.49,2.34,0.19,6.65,10.7,10.31,9.8,8.34,5.34,41.35,48.23,38.22,42.7,47.72,48.4,22.16,27.09,29.93,27.35,22.57,14.42,5.53,12.98,12.78,11.72,9.04,2.31,38.98,42.26,41.25,42.71,38.24,31.23,7.96,13.74,18.4,15.21,8.67,-2.94,3.7,4.07,3.6,3.09,2.99,3.51
2013,CARSON,,,,25.77,27.99,24.68,24.0,20.25,16.64,1.2,2.42,2.21,2.09,2.57,0.22,6.47,10.66,11.17,12.02,9.83,5.63,41.77,47.33,49.93,52.33,50.66,50.65,20.53,26.73,26.54,27.16,23.79,14.77,4.54,12.99,13.75,15.17,11.58,3.12,38.02,41.78,39.66,40.7,37.32,32.4,-0.73,11.76,15.27,16.59,8.26,0.52,4.18,4.2,3.73,3.32,3.46,3.69
2014,CARSON,,,,26.06,27.01,24.8,23.44,18.1,16.12,1.92,3.63,2.67,1.31,1.88,0.87,6.02,11.77,12.03,11.2,11.08,6.56,38.24,55.88,55.57,47.31,63.22,52.11,21.1,25.57,25.96,27.53,21.99,16.77,2.44,14.55,15.18,14.02,13.75,5.61,37.31,39.26,40.23,39.48,36.53,33.35,2.61,10.55,14.7,16.79,6.71,4.35,3.77,4.51,3.62,3.25,3.59,3.19
2015,CARSON,,,,21.85,27.04,25.83,23.87,19.91,13.91,7.78,2.67,4.33,3.14,0.57,3.55,9.37,13.19,14.44,13.14,10.86,7.7,69.2,64.94,63.4,60.91,53.34,61.98,17.52,24.58,26.41,25.3,24.79,16.23,10.91,16.66,18.07,16.44,13.58,7.92,30.64,35.0,36.94,37.17,37.22,32.43,3.72,14.6,12.68,12.76,14.59,4.1,3.85,3.58,3.23,3.07,3.78,3.36
2016,CARSON,,,,24.67,27.9,27.18,21.78,20.29,16.99,2.68,2.12,1.57,3.31,1.41,0.15,7.89,12.13,12.17,12.49,11.41,6.89,56.71,55.49,45.86,57.85,61.85,50.18,18.54,26.23,29.95,25.82,22.55,18.59,8.03,15.15,15.18,15.66,13.76,6.27,33.42,39.56,42.95,39.13,35.03,35.31,3.01,13.73,19.47,15.81,9.21,3.77,3.97,3.54,3.72,3.1,3.62,3.98
2017,CARSON,,,,27.09,27.71,26.64,21.59,18.21,15.79,1.36,1.63,2.04,4.03,2.67,2.07,6.86,10.5,12.36,13.0,9.39,7.44,47.61,49.91,49.25,64.96,54.47,58.97,19.31,26.06,28.64,24.18,22.39,14.94,6.16,12.8,15.55,16.28,11.12,6.06,36.54,42.71,39.52,36.0,36.42,29.18,1.43,14.5,18.09,14.52,10.58,-2.19,4.01,3.67,3.07,2.66,3.56,4.11
2018,CARSON,,,,26.44,27.24,25.77,23.45,19.21,12.37,1.46,3.35,1.6,2.31,1.43,3.19,8.56,11.61,11.87,11.91,11.04,7.56,44.04,48.64,48.8,51.52,62.11,67.58,24.69,27.79,28.17,27.07,22.25,14.01,9.03,14.21,14.9,14.94,13.53,7.28,38.51,42.14,42.83,38.03,35.24,34.89,8.23,13.92,14.37,15.27,8.65,-2.3,4.14,4.29,3.03,3.38,3.82,3.59
2019,CARSON,,,,22.43,27.84,26.86,23.65,19.82,14.85,3.91,3.45,1.27,1.96,1.72,3.19,8.86,11.43,11.92,12.7,12.12,5.75,62.22,60.01,48.86,49.98,56.03,57.39,18.65,23.7,28.14,29.01,25.86,11.48,9.67,14.11,14.85,15.95,15.2,2.34,33.41,37.5,40.68,41.55,36.87,29.55,4.82,9.81,16.88,18.24,15.04,-6.35,3.67,3.46,3.6,3.4,4.03,3.74
2020,CARSON,,,,26.12,29.16,26.91,24.5,19.54,15.72,0.78,1.53,2.01,1.46,0.9,1.17,7.88,9.95,12.47,10.86,8.32,4.66,48.76,43.86,48.26,45.14,52.1,47.49,21.36,27.07,29.4,28.17,20.97,14.01,8.03,11.6,15.57,13.49,8.91,0.5,36.45,39.95,43.86,42.31,37.21,34.68,5.25,10.9,16.84,18.15,3.17,-6.64,3.89,4.74,3.32,3.51,3.19,3.77
2021,CARSON,,,,22.26,26.75,25.76,22.86,20.73,17.21,4.17,2.27,2.82,1.8,0.35,0.9,9.23,12.03,13.55,12.43,9.36,6.09,62.93,56.86,59.58,53.15,45.27,47.35,19.12,25.99,26.6,27.13,24.78,17.07,10.49,14.92,17.06,15.65,10.83,4.39,35.35,40.75,38.56,40.0,39.41,35.26,5.94,12.15,16.51,15.35,9.89,3.5,4.39,3.54,3.03,3.38,3.73,3.79
2022,CARSON,,,,26.88,25.89,25.77,22.93,21.38,14.39,2.21,2.56,3.44,1.98,0.44,1.75,6.54,10.55,11.19,12.07,9.57,6.08,41.34,48.52,39.59,52.75,47.05,52.12,21.88,26.89,30.91,26.86,24.85,15.86,4.85,12.91,13.94,15.2,11.44,4.49,40.04,42.51,44.45,38.12,37.07,30.59,3.71,11.9,21.13,16.65,12.16,2.82,4.39,4.11,3.25,2.77,3.28,3.1
2023,CARSON,,,,23.93,25.44,26.84,24.58,19.94,16.6,5.98,4.09,2.51,0.84,1.68,0.45,9.46,11.89,12.73,10.59,9.56,6.28,61.81,63.47,52.18,41.2,48.67,48.74,20.11,23.64,28.37,29.12,24.94,16.44,10.69,14.75,15.86,13.14,11.49,4.27,36.18,40.25,40.75,41.85,41.28,32.43,8.75,12.66,18.16,16.62,13.73,-4.69,3.5,2.95,3.28,3.18,3.36,3.52
2024,CARSON,,,,25.96,25.87,26.23,24.05,20.75,16.65,1.92,2.51,1.78,1.97,1.69,0.04,7.95,13.44,11.42,11.05,9.39,6.16,48.75,56.76,47.02,42.29,48.58,41.7,21.75,27.58,28.18,29.72,24.2,19.59,7.61,16.86,14.35,13.79,11.14,4.78,37.88,41.03,42.29,42.73,39.01,35.3,9.65,15.34,16.0,16.82,9.47,4.44,3.88,4.16,3.58,3.1,3.13,3.74
2000,STONEWALL,,,,26.32,20.69,25.83,25.42,21.84,11.82,1.43,4.71,0.39,0.07,0.26,3.74,8.91,13.58,10.79,9.69,7.67,9.53,42.33,62.97,37.63,32.26,33.68,64.48,26.93,26.34,31.64,32.39,27.49,19.41,10.38,17.8,14.22,12.57,8.26,11.09,45.7,39.58,42.91,41.91,44.0,41.02,10.67,14.61,21.09,22.04,7.22,4.68,4.27,3.57,3.41,3.43,3.24,3.5
2001,STONEWALL,,,,24.79,28.72,27.39,22.8,21.05,17.13,2.33,0.85,0.18,1.98,2.18,1.16,10.23,11.44,11.7,13.0,10.84,6.9,54.27,46.22,38.11,51.53,56.97,50.23,24.37,29.23,32.82,29.39,23.95,18.53,12.95,15.07,15.54,17.16,13.81,6.72,38.85,41.67,43.71,40.37,38.17,33.63,10.33,17.4,21.04,20.09,9.09,3.75,3.5,3.99,3.51,2.7,2.77,3.57
2002,STONEWALL,,,,23.54,25.82,23.29,24.28,20.14,11.05,1.97,2.07,4.39,1.03,1.55,4.37,9.6,12.6,14.91,12.94,10.29,8.73,52.69,54.59,64.68,49.02,50.62,71.04,23.32,27.64,27.6,29.97,25.23,16.5,11.78,16.63,19.44,17.14,13.21,10.4,37.84,37.96,39.81,41.39,37.88,33.74,9.9,15.54,20.17,19.83,11.84,3.39,3.96,3.57,3.07,3.25,2.88,2.81
2003,STONEWALL,,,,24.57,25.35,27.53,22.33,19.12,15.27,1.83,5.66,0.12,1.76,1.12,0.83,9.13,13.64,12.23,12.37,10.75,8.18,48.07,65.51,46.19,46.31,57.14,54.26,24.75,25.54,30.43,30.5,23.9,20.15,10.84,17.82,16.24,16.42,13.97,9.29,39.48,37.48,41.86,44.18,34.9,34.28,12.46,14.22,21.29,18.5,12.89,6.88,3.48,2.95,3.32,2.97,3.08,2.95
2004,STONEWALL,,,,26.44,25.12,24.66,22.3,19.41,13.63,1.04,5.58,3.61,3.02,1.46,3.47,10.11,14.33,13.0,13.8,10.96,10.14,51.97,66.85,54.03,63.36,54.68,70.1,24.74,26.18,28.66,26.28,24.98,19.06,12.57,18.61,17.11,18.1,14.23,12.72,39.42,40.59,40.63,37.59,37.13,30.73,7.33,17.82,16.35,17.79,12.31,6.07,4.1,3.27,3.19,2.6,2.95,2.98
2005,STONEWALL,,,,20.88,27.2,26.03,22.49,20.87,15.71,2.9,1.38,2.78,6.07,0.91,2.22,10.76,12.71,13.37,14.86,11.59,8.76,63.5,53.67,52.79,65.51,52.37,62.79,22.2,28.14,29.18,27.07,26.72,18.32,13.92,16.63,17.68,19.3,15.25,10.41,37.75,39.33,41.92,36.5,39.97,34.7,7.05,17.78,18.58,18.92,14.2,0.96,3.31,3.63,2.83,2.39,2.83,2.81
2006,STONEWALL,,,,25.96,28.17,27.07,22.75,19.16,15.93,2.91,0.99,0.5,1.78,2.79,3.23,9.97,10.44,11.62,13.16,9.9,7.98,51.45,42.33,41.64,47.67,55.97,57.85,24.75,29.24,31.21,30.74,22.73,18.26,12.48,13.53,15.4,17.39,12.32,8.87,39.65,41.57,41.77,41.32,35.73,34.27,9.25,16.68,19.75,18.53,11.13,2.68,3.61,3.24,3.35,2.83,2.95,3.24
2007,STONEWALL,,,,19.75,24.11,24.26,23.06,19.43,18.39,3.58,5.34,2.16,4.04,1.61,0.34,12.1,14.49,15.09,15.6,13.7,8.24,72.98,70.39,68.97,66.41,67.38,53.08,21.63,25.25,26.42,27.74,25.07,19.97,16.01,18.84,19.66,20.15,18.02,8.93,32.9,36.11,35.41,37.58,33.89,33.75,12.85,14.85,19.13,21.22,14.84,4.73,2.89,2.9,2.37,3.17,2.86,3.43
2008,STONEWALL,,,,26.06,27.69,25.17,21.59,19.88,16.47,2.55,3.14,1.54,3.05,2.02,2.21,9.42,12.38,12.93,13.6,10.36,7.52,49.43,49.25,50.48,59.2,56.8,54.86,24.13,29.27,29.46,27.68,23.44,18.36,10.97,16.38,17.1,17.9,13.33,8.01,39.75,41.14,41.11,40.18,36.46,35.16,6.34,19.44,19.6,17.91,12.37,1.56,3.96,4.05,3.31,2.49,2.54,3.24
2009,STONEWALL,,,,22.46,24.52,25.25,25.06,18.16,13.44,2.07,2.96,3.92,0.72,3.18,2.62,10.03,12.33,13.03,12.3,11.28,7.98,57.52,48.63,52.26,46.24,62.55,63.31,22.92,29.39,29.25,30.07,23.18,16.5,12.75,16.22,17.16,16.28,14.63,8.48,39.53,41.7,41.5,40.51,37.29,33.54,9.05,14.9,19.29,18.6,9.77,2.18,3.09,3.41,2.89,3.22,3.0,3.46
2010,STONEWALL,,,,23.24,26.26,22.06,25.13,19.8,17.15,2.24,2.94,5.02,1.25,4.42,0.96,10.52,14.54,16.04,13.46,13.31,6.91,59.3,59.46,68.7,49.12,64.59,50.56,22.72,28.44,27.49,30.17,25.12,18.62,13.03,18.97,20.6,17.56,17.18,7.21,37.17,39.4,37.79,40.24,36.59,31.37,7.86,19.25,20.92,18.76,9.27,5.12,3.33,3.73,2.92,2.81,2.95,2.7
2011,STONEWALL,,,,27.81,29.2,26.41,24.95,20.26,16.57,0.88,0.31,0.1,0.72,0.47,2.93,7.1,9.54,10.86,11.17,7.31,7.23,37.31,32.39,32.41,35.62,35.21,53.35,24.65,32.5,34.11,33.52,26.01,18.58,6.48,12.09,14.36,14.64,7.77,7.34,44.36,45.25,43.32,43.71,39.96,34.45,4.79,20.87,24.91,21.86,13.22,2.19,4.34,4.68,3.37,3.22,2.87,3.33
2012,STONEWALL,,,,24.66,26.96,25.84,23.31,18.97,16.16,2.13,2.06,1.41,1.6,4.28,0.42,10.16,12.38,12.34,11.3,9.9,7.56,51.4,51.1,44.78,44.73,52.12,55.9,25.44,28.91,30.9,29.72,24.82,17.54,13.01,16.27,16.39,14.74,12.58,7.6,40.8,43.02,41.8,43.68,41.46,34.69,12.51,15.75,22.03,17.58,12.76,0.7,3.81,3.44,3.17,2.82,3.11,3.21
2013,STONEWALL,,,,24.83,27.15,24.54,25.17,19.9,16.15,1.34,3.06,3.43,1.78,2.39,0.86,9.07,12.51,12.6,12.79,11.18,8.16,49.3,52.5,52.43,49.52,52.08,57.65,23.53,28.23,28.44,29.69,26.31,18.7,10.19,16.43,16.32,16.99,14.56,9.02,41.1,41.7,41.0,41.67,40.21,34.09,2.89,16.01,17.65,19.21,10.75,2.66,4.11,3.64,3.12,2.92,2.83,3.39
2014,STONEWALL,,,,25.4,26.22,24.2,23.98,16.88,16.98,2.38,3.11,2.25,1.62,3.3,1.0,8.35,13.77,12.66,12.28,12.58,8.31,45.26,59.25,52.17,47.15,64.09,53.38,23.89,27.58,28.71,29.82,24.56,20.6,8.44,18.02,16.76,16.29,16.59,9.84,40.79,39.68,40.0,41.67,39.42,35.91,6.59,14.38,17.52,18.51,10.72,7.91,3.68,4.09,3.13,3.05,2.74,3.13
2015,STONEWALL,,,,21.19,26.24,26.19,23.12,19.49,14.93,7.71,3.12,2.76,0.66,0.47,3.56,11.98,14.53,14.51,12.99,11.81,8.38,73.03,65.9,57.83,50.25,51.98,56.4,21.33,26.62,28.93,29.53,27.16,20.04,15.53,19.01,19.0,17.18,15.61,9.91,31.38,36.19,38.94,41.45,37.96,35.6,10.09,15.61,16.42,16.93,17.59,5.63,3.47,3.05,3.34,3.01,3.08,2.95
2016,STONEWALL,,,,23.64,26.06,27.13,22.22,18.86,16.84,5.09,2.32,1.26,3.3,4.02,1.1,11.24,14.63,14.13,14.17,13.65,10.04,67.23,66.86,50.48,60.43,67.9,62.78,21.69,26.42,30.86,27.88,24.65,21.04,14.16,19.07,18.56,18.51,17.7,12.92,35.44,38.01,39.97,39.5,36.45,34.48,7.06,14.69,22.19,17.89,11.28,9.4,3.56,3.14,3.73,3.03,2.9,3.45
2017,STONEWALL,,,,26.4,25.7,26.06,21.92,18.03,17.2,2.34,2.91,2.26,2.61,3.46,0.4,8.64,13.6,13.95,14.15,10.88,7.98,49.66,59.44,52.46,59.96,54.89,54.48,22.77,27.54,30.08,27.73,25.29,18.28,10.18,17.89,18.38,18.47,14.1,7.83,38.05,40.91,40.29,37.93,39.85,32.8,6.12,17.34,21.41,16.65,14.97,0.88,3.69,3.34,2.72,2.66,3.06,3.5
2018,STONEWALL,,,,26.42,27.44,24.23,23.55,17.72,12.33,1.96,2.3,1.13,1.51,5.22,8.22,10.94,13.28,12.09,12.81,13.71,9.91,49.43,48.98,43.95,49.82,72.98,77.21,27.24,30.44,31.0,29.58,23.7,16.75,14.16,17.45,16.01,16.92,17.95,12.32,42.59,41.59,43.75,39.15,36.99,33.11,12.46,20.94,20.47,20.04,9.15,0.88,3.9,3.89,2.92,3.18,2.68,3.04
2019,STONEWALL,,,,21.56,27.47,27.37,24.05,19.31,16.61,5.25,2.83,0.78,0.45,1.99,0.18,12.11,14.32,13.83,13.93,13.39,6.69,72.66,67.82,55.27,48.03,54.42,48.52,21.44,25.78,28.78,31.7,28.53,17.35,15.62,18.61,18.0,18.3,17.66,5.21,33.52,39.11,39.13,43.48,38.23,34.42,7.17,15.25,18.01,22.44,21.49,-5.11,3.54,3.17,3.1,3.27,3.07,3.62
2020,STONEWALL,,,,26.56,28.65,26.16,24.07,18.95,16.33,2.24,2.57,1.09,0.76,4.88,0.55,10.11,12.59,13.4,11.91,11.65,6.6,52.63,53.52,47.48,42.92,67.05,52.94,24.52,27.82,31.36,30.99,22.36,17.26,12.68,16.1,17.54,15.79,14.83,6.07,41.58,39.46,44.78,44.46,36.36,38.18,8.46,14.8,21.92,20.02,8.52,-1.69,3.59,3.76,3.25,3.0,2.71,3.46
2021,STONEWALL,,,,22.44,26.3,24.98,23.31,20.96,17.89,5.14,3.22,2.24,1.33,0.61,1.12,11.59,14.87,14.95,14.25,10.78,8.27,71.21,66.68,62.62,57.23,47.27,51.67,21.19,26.87,28.08,28.82,27.08,20.87,15.06,19.28,19.47,18.66,13.7,9.25,35.71,39.18,39.64,39.84,40.01,36.18,8.61,14.22,19.33,17.42,12.6,7.01,3.56,2.94,2.46,3.09,2.91,3.47
