Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M3_ALLSKY_SFC_SW_DWN,M4_ALLSKY_SFC_SW_DWN,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M3_PRECTOTCORR,M4_PRECTOTCORR,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M3_QV2M,M4_QV2M,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M3_RH2M,M4_RH2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M3_T2M,M4_T2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M3_T2MDEW,M4_T2MDEW,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M3_T2M_MAX,M4_T2M_MAX,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M3_T2M_MIN,M4_T2M_MIN,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M3_WS2M,M4_WS2M,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M
2015,MEDINA,,,,15.0,16.42,16.32,22.93,25.13,24.11,2.35,4.14,10.12,3.77,0.18,0.32,8.57,11.76,15.44,16.56,15.35,13.85,73.92,74.07,82.9,79.44,64.21,54.09,15.6,20.92,23.54,25.64,28.8,30.16,10.14,15.35,20.1,21.42,20.09,18.31,28.95,32.95,34.18,33.39,38.53,40.93,-3.37,8.15,10.36,17.89,18.61,19.65,2.39,2.76,3.42,2.6,3.49,2.48
2016,MEDINA,,,,17.94,19.47,18.72,25.04,26.17,21.28,2.23,3.45,6.35,1.77,1.16,5.58,8.71,10.41,13.77,15.38,14.96,16.49,67.04,66.89,74.45,70.99,59.02,73.47,17.82,20.86,23.6,26.62,29.98,27.32,10.47,13.23,17.92,20.14,19.65,21.32,31.44,33.38,35.06,36.59,39.62,38.78,2.57,5.76,10.43,15.62,22.55,21.32,3.01,2.77,2.98,2.56,3.39,2.65
2017,MEDINA,,,,16.17,20.39,19.12,24.5,25.56,22.1,1.61,1.98,2.53,1.98,0.64,2.86,9.62,10.47,11.9,14.47,14.0,14.74,70.34,65.34,62.22,62.79,55.01,60.67,18.73,21.35,24.46,28.15,30.0,28.81,12.08,13.23,15.21,19.06,18.58,19.36,32.66,35.34,36.57,41.44,40.85,38.0,5.49,8.99,10.22,18.89,22.21,18.75,3.18,3.33,3.21,2.83,2.84,3.17
2018,MEDINA,,,,17.29,20.61,23.97,24.5,25.39,23.58,1.49,0.57,2.21,0.34,1.89,1.64,8.13,8.2,13.0,14.74,13.86,14.29,59.4,55.96,62.61,58.04,56.77,58.66,18.8,20.2,26.42,29.91,29.85,29.26,8.84,9.26,17.31,19.39,18.27,18.85,33.22,35.84,39.5,40.3,43.81,38.65,5.53,4.48,14.57,22.52,21.7,21.46,3.06,3.18,3.04,3.81,2.64,2.87
2019,MEDINA,,,,14.64,21.15,17.63,23.0,25.62,24.16,0.33,2.37,2.6,3.81,0.37,0.4,7.84,9.69,14.14,15.9,14.24,14.42,65.81,64.12,72.41,69.15,57.58,51.22,15.7,20.6,24.75,27.62,29.31,31.75,8.31,12.14,18.55,20.67,18.6,19.0,30.04,36.65,36.29,38.23,39.59,41.38,-3.62,4.51,12.37,18.32,17.91,24.01,3.02,3.27,3.54,2.63,2.96,2.84
2020,MEDINA,,,,12.98,18.83,22.63,23.59,24.58,24.42,1.46,1.78,3.98,0.99,1.0,0.54,10.13,9.71,12.9,14.22,14.77,13.67,68.64,62.69,65.65,63.62,57.09,51.86,19.96,21.28,25.08,27.39,30.39,30.78,12.79,11.9,16.98,18.47,19.34,18.06,33.98,38.1,37.69,39.7,43.32,41.45,6.41,5.74,14.54,17.63,22.35,21.53,2.85,3.07,3.06,3.03,3.2,2.74
2021,MEDINA,,,,18.35,17.3,19.32,22.59,22.71,22.35,0.48,1.68,4.88,2.04,3.12,2.25,7.17,8.93,13.82,15.98,16.01,16.12,58.67,55.39,75.33,71.36,71.41,68.19,17.27,21.44,23.57,27.31,27.41,28.36,7.18,10.14,18.26,20.73,20.79,20.91,30.78,37.83,34.98,37.58,37.79,37.55,3.14,7.34,13.26,18.09,21.06,22.01,3.47,3.41,3.19,2.75,2.7,2.63
2022,MEDINA,,,,21.17,19.04,21.99,26.95,26.47,20.86,0.19,0.77,1.29,0.39,0.83,2.95,5.34,10.17,13.47,12.85,13.73,15.71,45.59,55.22,59.77,49.11,49.76,63.52,16.74,23.9,28.02,30.97,31.72,29.31,2.07,11.98,17.74,17.04,18.19,20.35,33.16,37.08,39.62,42.03,42.44,40.0,-3.18,8.23,14.85,21.96,23.06,23.04,3.33,3.6,3.64,3.25,3.16,2.64
2023,MEDINA,,,,14.94,17.98,19.32,25.31,25.78,24.84,0.85,1.96,4.23,1.02,0.65,1.07,8.32,9.29,14.26,15.04,13.88,13.23,58.54,59.76,76.13,58.98,50.35,47.36,19.32,21.35,24.05,30.39,31.79,32.05,9.05,11.01,18.91,19.55,18.24,17.4,34.4,36.11,38.17,46.09,42.17,42.8,2.38,9.84,12.83,18.07,23.14,21.89,3.31,3.15,2.22,2.71,2.8,2.74
2024,MEDINA,,,,16.41,18.63,17.42,24.31,22.63,24.23,0.88,1.47,1.15,2.38,2.46,0.94,8.63,10.74,14.81,16.13,15.49,14.1,64.27,60.3,62.83,62.39,62.29,51.83,18.72,23.03,28.59,30.01,29.54,31.44,10.21,13.03,19.22,20.83,20.22,18.61,32.97,36.12,42.93,40.08,40.26,43.58,4.43,9.0,17.01,21.56,21.85,22.63,2.95,3.29,3.09,3.08,2.62,2.46
2025,MEDINA,,,,20.77,20.16,22.45,24.51,20.55,23.66,0.92,1.83,3.35,2.94,3.84,1.34,7.26,10.77,12.72,16.07,15.53,13.93,49.12,61.59,59.89,67.1,68.04,52.81,20.25,23.01,26.71,28.57,27.79,30.72,6.11,13.33,16.28,20.85,20.19,18.46,34.43,35.85,41.05,38.29,39.83,39.94,4.89,3.97,13.94,21.1,20.78,22.1,3.19,3.28,2.92,3.34,2.8,2.19
2000,RED RIVER,,,,14.86,17.79,20.48,18.71,24.13,24.61,3.71,3.63,5.07,7.94,0.54,0.16,8.17,8.71,13.58,15.88,14.37,11.1,79.03,74.54,78.2,81.91,59.99,36.75,14.16,16.25,22.72,24.59,29.06,33.42,10.15,11.16,18.28,21.05,19.44,15.38,26.51,27.88,33.05,31.97,40.2,43.49,-1.87,2.15,8.31,11.51,17.03,21.88,2.67,2.74,2.87,2.26,1.81,2.1
2001,RED RIVER,,,,14.21,18.09,22.27,24.5,24.96,20.77,4.59,2.04,5.6,3.88,0.73,4.01,6.36,11.27,13.69,14.72,16.05,14.67,82.75,80.16,80.76,73.32,62.29,60.75,9.85,19.05,22.3,25.6,30.21,29.42,6.81,15.18,18.56,19.79,21.39,19.82,21.96,28.33,29.77,34.22,40.17,41.19,0.33,2.92,9.2,13.96,19.99,20.5,2.18,2.95,2.36,2.2,1.79,1.93
2002,RED RIVER,,,,14.12,16.77,20.13,23.62,22.45,21.28,6.57,3.47,3.63,2.25,2.17,1.51,7.35,11.68,12.9,14.48,16.12,14.19,82.72,83.32,81.32,70.04,68.2,57.6,10.68,18.74,21.09,26.2,28.74,29.6,7.62,15.66,17.52,19.6,21.5,19.2,25.54,29.2,29.61,35.31,38.7,39.57,-8.43,3.54,7.55,15.62,21.34,19.7,3.21,2.84,2.54,1.89,1.82,2.17
2003,RED RIVER,,,,16.47,21.98,19.5,21.77,24.7,20.53,1.49,1.43,2.56,4.5,1.51,1.81,7.23,9.24,13.15,14.56,14.48,14.29,81.29,72.17,71.3,71.13,57.74,55.48,11.7,17.74,24.13,25.94,30.14,30.51,8.26,12.03,17.79,19.59,19.62,19.46,23.7,29.58,38.31,35.68,40.81,41.47,-3.9,-0.17,12.1,16.03,19.94,20.71,2.45,3.08,2.49,2.11,2.06,1.79
2004,RED RIVER,,,,15.67,18.27,20.46,18.23,23.09,22.09,1.94,3.7,2.28,6.76,1.45,1.29,8.17,9.57,13.07,16.4,15.68,13.14,77.04,74.93,74.25,82.18,69.84,58.31,14.54,17.75,23.19,25.28,27.71,27.97,10.07,12.68,17.78,21.74,20.9,17.75,25.88,29.69,33.11,33.04,38.3,40.34,2.36,4.0,6.23,17.4,18.15,15.38,2.82,2.74,3.13,1.83,2.03,2.13
2005,RED RIVER,,,,15.46,20.39,21.37,24.64,22.75,22.33,1.97,1.65,1.29,0.76,2.39,1.79,6.69,8.97,10.73,12.32,14.53,14.56,78.41,74.08,64.17,50.15,58.17,54.9,11.34,16.92,22.77,29.89,29.87,30.98,7.31,11.7,14.52,16.94,19.62,19.7,24.52,29.27,38.26,40.95,40.34,41.36,-1.66,2.95,5.39,17.97,20.02,21.53,2.77,2.94,2.22,2.08,1.71,1.67
2006,RED RIVER,,,,15.07,20.61,23.2,25.46,24.34,22.9,5.86,2.52,1.92,1.5,1.34,2.03,7.71,10.95,12.13,12.34,13.59,14.78,75.18,77.23,70.66,56.33,51.58,54.96,13.71,19.41,22.89,27.73,30.87,31.2,8.81,14.92,16.54,16.87,18.47,19.93,27.49,32.33,34.91,38.22,42.88,41.63,-3.32,7.0,9.65,16.51,17.54,17.91,3.16,2.82,2.56,1.98,2.28,1.98
2007,RED RIVER,,,,15.59,18.72,17.62,18.94,19.95,22.57,2.77,1.86,5.71,6.21,7.0,1.2,9.35,8.59,13.44,16.75,17.21,17.44,79.82,74.07,82.39,84.5,84.26,73.31,15.62,15.53,21.75,25.03,25.57,28.53,11.83,10.44,18.36,22.06,22.51,22.74,26.37,27.99,28.88,31.4,31.91,38.34,-5.07,-0.36,11.82,17.28,17.69,21.34,2.59,2.55,2.14,1.94,1.51,1.7
2008,RED RIVER,,,,15.42,19.52,20.68,24.28,25.63,19.28,7.95,4.88,4.27,4.31,0.69,5.55,7.97,9.63,13.07,15.75,14.16,15.83,82.29,80.53,80.11,73.84,56.89,71.48,12.45,16.15,21.3,26.54,29.74,27.63,9.23,12.5,17.45,21.04,19.3,21.1,25.04,27.37,31.09,34.62,41.14,43.08,-8.49,0.63,6.87,18.17,19.39,19.7,3.28,2.95,2.6,2.52,2.1,1.82
2009,RED RIVER,,,,13.64,19.57,19.17,25.44,23.05,22.57,4.0,4.73,9.08,1.65,6.09,3.8,7.36,8.96,13.2,15.58,14.89,16.17,76.26,74.93,83.55,71.78,63.17,77.28,12.71,16.14,21.07,26.93,28.78,26.02,8.16,11.16,17.94,20.76,20.02,21.39,26.49,28.17,29.65,39.16,40.66,33.37,-5.22,-2.09,8.02,13.26,19.34,17.13,3.26,3.21,2.29,2.01,1.79,1.93
2010,RED RIVER,,,,16.63,20.51,22.13,23.39,22.85,23.04,2.59,1.91,2.65,3.22,3.43,0.92,6.43,9.82,13.09,16.15,16.74,14.74,82.79,77.99,74.39,67.08,69.05,51.4,9.92,17.44,23.08,28.96,29.08,32.12,6.87,13.2,17.78,21.46,22.07,19.72,24.08,27.96,34.45,38.82,40.53,41.9,-2.6,4.46,9.04,21.7,21.63,18.23,2.81,2.85,2.2,2.01,2.09,2.0
2011,RED RIVER,,,,16.49,19.17,21.64,26.97,25.62,22.61,0.56,4.8,4.1,1.1,0.39,0.73,7.35,9.72,11.92,13.56,13.38,12.56,72.72,64.85,73.59,51.31,41.94,38.43,13.88,20.09,21.35,31.01,34.25,34.76,8.45,12.22,15.94,18.55,18.39,17.32,29.81,32.12,35.06,41.13,43.7,46.07,-2.08,5.16,5.87,20.87,24.53,24.16,2.94,3.49,3.08,2.82,2.15,2.02
2012,RED RIVER,,,,15.34,20.12,23.47,24.77,24.92,22.24,5.55,2.63,2.13,2.38,2.99,2.25,10.0,11.25,12.95,13.8,15.08,13.68,82.02,81.01,72.64,61.41,59.93,56.51,16.55,18.92,23.53,27.88,30.12,29.33,13.2,15.32,17.73,18.7,20.32,18.55,27.01,28.58,34.11,41.14,41.34,41.37,0.06,5.82,12.65,13.68,21.38,17.97,2.89,2.69,2.23,2.06,2.04,2.18
2013,RED RIVER,,,,17.14,19.92,20.29,25.53,22.62,23.32,2.45,2.04,3.79,2.95,2.87,0.56,6.09,8.8,11.65,14.24,13.76,13.5,72.91,75.15,71.98,65.08,59.0,51.55,10.5,15.9,21.4,27.41,28.48,30.67,5.23,10.97,15.36,19.33,18.64,18.45,24.75,30.11,33.42,40.14,40.5,41.36,-4.52,1.12,2.79,14.69,18.25,16.81,2.97,2.93,2.9,2.3,2.02,2.01
2014,RED RIVER,,,,15.99,19.49,22.21,21.83,21.84,22.71,2.1,3.2,4.9,2.6,4.88,0.88,6.42,9.11,11.99,15.86,13.53,14.72,78.93,76.27,76.28,75.73,62.81,64.02,10.02,16.18,20.92,26.26,27.42,28.26,6.13,11.53,16.1,21.16,18.56,19.87,25.49,27.99,30.35,35.84,39.99,39.38,-10.33,-0.86,4.88,16.19,16.78,16.65,2.84,2.91,2.64,2.6,1.96,2.01
2015,RED RIVER,,,,12.64,16.17,16.76,23.76,25.49,22.72,5.88,5.16,9.72,3.29,1.28,0.86,8.06,10.91,14.12,17.17,17.1,12.6,86.07,82.88,86.54,81.58,71.57,50.35,12.21,17.96,21.65,26.1,28.77,30.12,9.78,14.75,19.13,22.44,22.37,17.23,25.42,27.52,30.26,33.56,40.06,42.55,-4.58,6.35,10.91,14.95,22.17,17.56,2.23,2.68,2.58,2.08,2.34,2.13
2016,RED RIVER,,,,16.96,18.37,19.49,24.66,24.53,19.7,6.19,8.52,3.88,2.69,1.72,4.35,8.48,10.57,12.83,16.91,16.41,16.67,82.2,79.4,82.63,78.93,63.15,72.01,13.97,18.16,20.67,26.48,30.41,28.46,10.71,14.2,17.37,22.15,21.72,21.97,25.32,27.81,29.88,34.73,40.63,40.84,0.05,3.42,7.68,16.98,21.98,19.53,3.23,2.65,2.41,1.79,2.36,1.73
2017,RED RIVER,,,,16.44,18.09,23.07,21.97,24.45,18.55,2.24,5.82,2.8,3.37,5.06,6.32,8.45,10.81,11.37,14.93,16.99,17.02,73.8,77.54,70.63,70.91,72.1,78.83,15.6,18.87,21.56,26.46,28.45,26.58,10.36,14.45,15.36,20.04,22.27,22.28,29.08,28.33,33.35,36.98,39.05,35.86,0.04,5.74,5.55,16.6,19.11,19.49,3.17,2.91,2.73,2.38,1.77,1.99
2018,RED RIVER,,,,17.29,19.98,23.19,24.1,23.18,22.11,2.57,2.52,1.48,2.54,2.23,2.53,8.18,8.16,14.18,15.0,14.71,14.89,80.18,77.02,74.26,61.12,57.09,62.28,13.69,14.41,24.75,29.42,30.68,29.02,10.02,10.02,19.33,20.21,19.82,20.04,26.07,26.75,36.76,39.2,43.94,39.91,-0.85,0.11,13.47,18.17,21.59,18.66,2.94,2.97,2.14,2.67,1.9,2.23
2019,RED RIVER,,,,16.12,18.57,19.48,22.12,24.9,21.16,2.54,6.35,9.49,6.15,1.49,2.29,7.01,10.28,14.32,16.7,17.09,16.29,79.27,82.17,83.78,82.92,77.27,62.32,11.28,17.05,22.38,25.19,27.06,30.52,7.47,13.71,19.3,21.85,22.32,21.58,23.65,29.12,30.34,32.11,36.78,40.32,-6.09,1.09,10.42,15.06,18.23,22.43,2.82,2.79,2.54,2.11,2.16,1.79
2020,RED RIVER,,,,11.83,18.6,21.61,24.48,23.14,23.2,6.84,4.49,6.95,2.19,3.24,5.39,9.88,9.77,13.01,16.11,17.62,15.25,86.65,81.75,83.27,78.51,73.77,66.71,15.52,16.3,20.89,25.65,28.6,28.04,13.11,12.86,17.7,21.32,22.91,20.32,27.01,29.84,28.88,32.87,37.33,38.0,2.47,2.06,8.43,14.22,22.35,18.11,2.95,2.51,2.51,2.16,2.05,1.97
2021,RED RIVER,,,,16.28,18.1,17.46,22.83,23.8,21.02,3.21,4.48,8.82,3.43,3.15,3.17,8.03,9.11,12.99,17.21,17.2,16.47,79.49,78.05,85.39,82.46,76.58,69.77,13.71,15.93,20.41,25.87,27.38,28.59,9.89,11.71,17.67,22.4,22.52,21.79,25.42,28.33,29.13,34.98,36.89,37.92,0.8,0.48,8.66,15.56,16.72,20.79,2.89,2.67,2.67,2.01,1.71,2.03
2022,RED RIVER,,,,17.07,19.44,21.76,24.9,25.62,19.99,4.02,5.35,3.05,2.71,0.7,4.51,6.64,9.92,13.23,14.25,13.39,15.38,71.5,74.04,73.04,59.5,43.2,62.73,12.35,18.11,23.79,29.25,33.95,29.76,6.64,12.89,18.0,19.25,18.37,20.57,26.23,29.16,35.91,41.4,44.11,41.79,-5.21,2.09,10.86,18.64,24.13,21.37,2.93,3.24,2.99,2.13,2.58,2.24
2023,RED RIVER,,,,15.19,18.65,20.38,22.66,23.47,24.66,4.18,4.04,2.84,5.08,4.53,0.37,8.55,9.22,13.45,16.71,16.62,13.02,81.13,78.76,78.96,76.22,69.53,43.87,13.72,16.19,22.39,26.86,28.83,33.17,10.27,12.13,18.2,21.91,21.86,17.78,27.13,28.62,30.01,36.87,40.31,45.32,-4.47,4.69,7.78,18.7,20.43,19.04,3.0,2.66,1.9,1.78,1.81,2.09
2024,RED RIVER,,,,15.53,16.65,19.05,24.18,23.28,22.56,5.66,5.9,8.69,3.68,4.25,0.31,8.92,11.21,15.34,16.8,16.38,13.77,81.58,80.93,82.91,76.16,71.9,51.4,14.61,18.56,23.74,26.92,27.81,31.26,11.23,14.88,20.41,22.01,21.69,18.75,25.78,28.95,33.58,35.13,37.06,43.05,0.24,4.02,15.24,16.88,19.45,21.8,2.57,2.96,2.35,1.99,2.04,1.92
2025,RED RIVER,,,,18.15,16.91,19.53,22.99,24.19,20.65,2.74,6.99,5.04,4.69,2.91,2.56,7.98,11.76,13.68,17.56,15.82,13.88,75.03,82.11,81.54,81.65,65.25,56.36,14.45,19.13,22.0,26.45,29.34,29.84,9.6,15.7,18.43,22.81,21.11,18.97,27.91,27.97,31.38,33.43,41.06,40.86,0.87,3.25,10.07,16.04,21.98,19.99,3.29,2.78,2.21,2.14,1.99,1.76
2000,JEFFERSON,,,,18.1,20.86,22.69,23.25,24.77,23.01,1.62,4.25,6.51,2.75,1.77,1.11,10.67,11.15,16.15,16.43,15.77,16.12,76.6,75.76,82.76,73.47,63.07,65.63,19.34,20.37,25.07,27.75,30.17,29.9,14.48,15.27,21.62,21.93,21.19,21.58,30.43,31.75,33.72,35.83,41.12,43.18,4.09,6.18,15.13,16.98,21.98,21.99,1.81,1.73,1.86,1.77,1.53,1.29
2001,JEFFERSON,,,,16.1,20.14,24.2,23.88,22.93,19.11,6.56,1.52,3.07,11.77,2.49,7.9,8.07,13.19,14.32,17.3,18.37,17.66,82.9,82.56,76.06,82.26,79.04,75.72,13.7,21.49,24.71,26.39,28.21,28.48,10.53,18.09,19.6,22.79,23.84,23.16,25.74,29.21,33.01,34.72,36.34,36.8,4.35,9.39,14.94,19.91,22.68,22.42,1.62,1.97,1.79,1.5,1.17,1.34
2002,JEFFERSON,,,,16.13,19.8,23.24,22.94,22.3,20.84,2.34,2.76,2.01,4.81,4.42,6.57,9.85,13.56,13.62,15.98,18.47,18.46,83.11,82.02,69.98,71.93,80.73,80.86,15.69,22.03,25.14,27.79,27.94,27.86,12.53,18.55,18.41,21.39,23.95,23.88,26.33,32.63,33.63,37.63,35.54,35.99,-4.7,10.21,11.02,20.43,23.03,20.96,2.08,1.75,2.03,1.51,1.21,1.28
2003,JEFFERSON,,,,15.08,19.04,21.72,22.45,21.05,19.89,1.97,1.31,0.23,5.73,4.08,5.82,9.43,12.09,14.92,17.3,17.99,17.87,85.99,83.25,72.44,75.74,78.72,75.29,15.29,19.82,26.4,28.01,27.94,28.77,12.79,16.65,20.15,22.73,23.5,23.34,25.96,28.2,36.44,36.35,35.07,39.48,2.27,4.17,16.42,21.67,23.27,22.09,1.46,1.74,1.81,1.37,1.34,1.28
2004,JEFFERSON,,,,17.21,19.64,22.15,20.97,23.61,21.92,1.88,3.78,6.1,10.13,2.78,1.73,10.64,11.89,15.1,18.43,18.49,16.84,84.68,83.0,83.11,84.89,80.43,74.95,17.66,19.76,23.71,26.87,27.96,27.55,14.81,16.5,20.43,23.89,23.93,22.05,25.06,27.7,33.98,33.24,34.94,36.37,7.45,6.67,11.23,21.26,22.42,16.31,1.66,1.77,1.86,1.36,1.12,1.33
2005,JEFFERSON,,,,16.39,21.24,24.33,25.81,22.55,21.25,2.35,1.2,2.68,0.73,4.84,2.43,9.2,10.68,12.84,15.47,17.77,17.7,84.12,77.7,69.88,64.02,72.42,71.59,15.18,19.2,24.48,29.37,29.43,29.48,12.27,14.74,17.58,20.86,23.21,23.17,27.02,29.19,37.38,37.93,39.52,37.57,2.6,7.05,9.92,20.98,21.66,22.9,1.64,1.86,1.44,1.51,1.22,1.01
2006,JEFFERSON,,,,16.25,20.9,22.65,24.04,19.64,21.56,1.53,2.7,4.45,5.09,9.31,2.86,10.05,12.45,13.97,15.66,18.72,18.61,75.79,73.49,73.38,73.04,83.94,80.44,18.21,22.95,24.81,27.02,27.36,28.03,13.23,17.19,18.91,21.08,24.17,24.01,28.51,33.44,33.34,36.83,34.9,35.24,2.32,10.49,12.26,19.35,23.43,18.87,1.99,1.82,1.71,1.18,1.22,1.07
2007,JEFFERSON,,,,17.22,18.79,22.25,22.22,17.84,20.84,4.07,3.83,4.56,3.85,7.93,4.31,10.73,10.99,14.56,17.65,18.41,19.07,84.86,82.57,82.07,80.7,86.51,80.9,17.36,18.24,23.45,27.06,26.47,28.37,14.56,14.95,19.89,23.14,23.86,24.44,26.11,28.2,31.16,34.13,33.15,37.51,0.71,1.73,13.11,20.08,19.97,23.39,1.62,1.71,1.54,1.3,1.19,1.1
2008,JEFFERSON,,,,17.81,21.13,21.87,24.43,23.63,19.66,1.8,1.45,3.16,3.04,2.74,6.93,9.43,11.0,14.19,16.4,16.39,17.98,79.67,72.0,72.94,68.87,69.3,78.15,16.18,20.67,25.21,28.92,28.85,28.05,12.3,14.64,19.22,21.95,21.92,23.43,27.21,30.34,34.4,36.92,37.49,37.91,0.71,5.63,13.62,22.62,21.47,22.94,2.17,1.92,1.95,1.75,1.46,1.28
2009,JEFFERSON,,,,16.61,19.85,22.82,26.42,22.2,21.75,4.07,8.86,1.62,1.29,3.8,2.89,9.51,11.07,14.68,15.62,17.24,17.5,78.66,77.54,78.49,66.08,68.4,72.5,16.65,19.34,24.45,28.97,30.02,29.05,12.37,14.78,19.89,21.05,22.74,23.0,27.56,30.62,33.86,40.58,39.04,37.19,-0.17,2.56,12.33,18.33,23.66,22.5,1.81,2.23,1.58,1.63,1.59,1.18
2010,JEFFERSON,,,,18.44,20.59,23.46,23.51,21.17,21.36,1.74,0.52,2.3,3.71,6.7,2.16,7.62,10.9,14.36,17.61,18.83,17.92,81.03,76.35,69.73,72.76,80.11,70.32,13.07,20.09,26.5,29.16,28.37,30.04,9.59,15.05,19.43,23.07,24.23,23.31,24.71,31.04,37.01,38.48,37.02,38.64,0.12,7.05,15.51,22.35,23.1,21.74,1.7,1.86,1.72,1.44,1.35,1.25
2011,JEFFERSON,,,,17.8,21.2,24.0,26.02,22.66,24.23,1.48,0.63,0.79,1.8,4.19,0.75,9.98,11.82,12.82,15.64,17.27,16.69,78.02,66.89,64.87,62.16,68.84,61.99,17.97,23.38,25.39,30.11,29.81,31.39,13.51,15.38,17.16,21.05,22.72,22.11,29.87,34.05,37.13,39.86,39.41,41.41,3.84,7.1,9.88,22.57,24.7,24.24,1.73,2.41,2.38,1.83,1.36,1.38
2012,JEFFERSON,,,,16.01,21.87,23.98,23.61,20.7,21.45,5.06,1.91,2.44,3.16,6.7,2.95,12.11,12.93,14.55,16.08,17.94,17.58,86.14,81.92,74.89,70.39,79.51,73.13,19.36,21.42,25.34,28.32,27.73,28.95,16.77,17.91,19.94,21.5,23.44,23.05,27.79,28.41,35.09,39.81,35.88,37.26,5.85,9.45,16.58,20.23,23.02,22.2,1.74,1.79,1.5,1.39,1.23,1.51
2013,JEFFERSON,,,,19.35,18.05,22.67,25.81,21.87,21.92,1.0,3.78,3.95,3.07,2.85,2.07,7.97,10.92,13.45,16.31,16.07,16.62,72.9,79.0,76.37,70.03,67.95,68.52,14.99,18.92,23.01,28.6,28.88,29.37,9.42,14.76,18.03,21.78,21.51,22.12,28.2,28.2,32.53,40.37,38.94,38.64,1.19,5.42,7.55,18.84,20.82,21.46,1.84,1.97,1.92,1.4,1.48,1.41
2014,JEFFERSON,,,,14.94,20.08,22.27,22.8,22.37,20.58,2.28,1.11,4.96,4.05,4.04,3.19,8.59,10.82,12.68,17.01,17.38,17.58,83.64,75.24,71.72,75.79,74.16,73.39,14.02,19.81,23.6,27.69,28.6,28.92,11.03,14.58,17.27,22.54,22.91,23.05,25.98,33.03,32.4,35.18,37.27,37.02,-2.1,5.37,9.73,21.2,21.8,21.61,1.75,1.99,1.98,1.77,1.12,1.38
2015,JEFFERSON,,,,14.77,15.87,19.48,22.35,25.69,22.11,6.94,8.89,8.07,6.54,1.01,3.8,10.35,14.05,16.36,18.07,18.55,17.18,86.91,88.14,86.84,82.86,77.97,72.1,16.42,21.41,24.32,26.94,28.72,28.94,14.06,19.19,21.82,23.52,23.96,22.54,26.43,29.26,30.14,33.25,37.45,40.12,-2.03,10.89,13.34,18.94,20.7,19.19,1.41,1.52,1.75,1.39,1.34,1.19
2016,JEFFERSON,,,,16.06,18.31,20.02,22.53,23.7,18.76,5.6,9.17,7.74,8.3,3.55,9.76,11.36,12.71,15.41,18.38,18.9,19.08,85.79,82.72,84.73,83.62,78.51,82.41,18.12,20.77,23.71,27.1,28.78,28.07,15.51,17.35,20.76,23.82,24.31,24.45,26.61,29.3,30.75,35.35,35.65,36.15,2.75,8.3,12.3,20.67,24.5,23.53,1.9,1.79,1.57,1.19,1.35,1.17
2017,JEFFERSON,,,,16.92,21.08,23.35,21.79,22.8,18.05,5.2,3.23,7.26,7.92,4.24,32.62,11.31,12.62,13.82,17.73,18.36,19.01,83.34,80.35,77.34,83.42,78.57,83.4,18.62,21.16,23.43,26.45,28.3,27.72,15.51,17.26,18.74,23.15,23.82,24.34,27.52,30.28,31.2,34.26,35.69,35.74,4.72,8.26,11.13,18.15,20.52,20.26,1.92,1.95,1.82,1.65,1.09,1.62
2018,JEFFERSON,,,,17.89,20.88,25.01,24.25,23.16,21.7,3.57,2.77,1.77,7.02,5.56,2.59,10.48,10.29,14.64,17.72,17.61,17.65,81.61,77.56,72.23,75.81,76.22,74.36,17.66,18.53,26.24,28.46,28.31,28.76,14.16,14.01,19.96,23.18,23.08,23.12,26.72,28.79,35.9,36.72,37.45,36.88,5.46,5.81,15.71,23.58,22.19,20.99,1.81,1.84,1.5,1.68,1.14,1.26
2019,JEFFERSON,,,,14.42,19.35,21.3,21.98,22.25,21.08,0.84,3.97,8.44,9.16,2.39,3.09,9.28,11.77,16.09,17.64,18.11,18.71,81.88,81.27,82.56,78.95,77.49,75.02,15.46,19.81,24.97,27.46,28.32,29.56,12.08,16.08,21.51,23.02,23.49,24.06,26.59,29.47,33.53,35.73,35.72,37.74,-2.15,3.41,15.05,19.1,18.99,24.19,1.75,1.98,1.97,1.42,1.43,1.16
2020,JEFFERSON,,,,14.94,18.63,22.68,22.85,22.24,22.6,1.23,3.52,5.04,4.51,4.32,3.98,12.54,11.95,14.54,16.5,18.75,17.56,84.86,76.78,79.28,75.77,79.3,72.06,20.18,21.19,24.0,27.2,28.54,29.26,17.28,16.27,19.71,21.85,24.14,22.92,30.06,31.69,32.98,35.98,36.61,37.67,6.72,8.82,14.0,18.3,23.35,20.91,1.81,1.77,1.71,1.59,1.55,1.36
